round,client_id,type,loss,accuracy
0,global,test,2.3027753601074217,9.67
1,18,train_epoch_1,2.234502201080322,33.9
1,18,train_epoch_2,1.8688542575836182,55.93333333333333
1,6,train_epoch_1,2.2327478040059408,31.633333333333333
1,6,train_epoch_2,1.8845991446177164,53.4
1,8,train_epoch_1,2.2287806078592935,32.56666666666667
1,8,train_epoch_2,1.850167534828186,50.666666666666664
1,11,train_epoch_1,2.230638247807821,27.366666666666667
1,11,train_epoch_2,1.8736907647450765,48.43333333333333
1,13,train_epoch_1,2.229777360280355,32.766666666666666
1,13,train_epoch_2,1.8512762988408407,47.36666666666667
1,17,train_epoch_1,2.2299391028086344,41.93333333333333
1,17,train_epoch_2,1.8579065968195598,53.666666666666664
1,0,train_epoch_1,2.2315272884368897,33.03333333333333
1,0,train_epoch_2,1.8825907573699951,51.56666666666667
1,19,train_epoch_1,2.236987382253011,31.933333333333334
1,19,train_epoch_2,1.8790722789764405,53.86666666666667
1,3,train_epoch_1,2.2310941842397054,35.6
1,3,train_epoch_2,1.8734357824325563,50.43333333333333
1,14,train_epoch_1,2.2333858400980633,34.1
1,14,train_epoch_2,1.8736692015329997,51.266666666666666
1,global,test,1.6775985736846923,56.27
2,2,train_epoch_1,1.5308839282989501,54.36666666666667
2,2,train_epoch_2,1.2301004654566448,55.96666666666667
2,13,train_epoch_1,1.5168753938674926,53.733333333333334
2,13,train_epoch_2,1.2298860007921855,54.766666666666666
2,14,train_epoch_1,1.519310554186503,54.766666666666666
2,14,train_epoch_2,1.219644815127055,55.833333333333336
2,3,train_epoch_1,1.5089022782643635,55.266666666666666
2,3,train_epoch_2,1.195859122912089,59.5
2,19,train_epoch_1,1.527419537226359,56.03333333333333
2,19,train_epoch_2,1.2044801019032796,61.06666666666667
2,5,train_epoch_1,1.5096480156580607,53.96666666666667
2,5,train_epoch_2,1.2028515575726828,58.666666666666664
2,8,train_epoch_1,1.514217454592387,53.63333333333333
2,8,train_epoch_2,1.2036686741511027,57.03333333333333
2,17,train_epoch_1,1.5257909262975058,53.333333333333336
2,17,train_epoch_2,1.214401282310486,59.1
2,1,train_epoch_1,1.5191528793970743,57.733333333333334
2,1,train_epoch_2,1.2163150300979615,57.5
2,9,train_epoch_1,1.5090068314870198,57.733333333333334
