round,client_id,type,loss,accuracy
2,9,train_epoch_2,1.2056742731730143,59.03333333333333
2,global,test,1.1382408967971802,58.29
3,1,train_epoch_1,1.0926454680760702,61.46666666666667
3,1,train_epoch_2,1.0110512577692667,62.4
3,0,train_epoch_1,1.079151425520579,59.93333333333333
3,0,train_epoch_2,0.9978674764633179,63.06666666666667
3,18,train_epoch_1,1.085964364528656,62.1
3,18,train_epoch_2,1.0241464128494262,63.6
3,15,train_epoch_1,1.1017844483057657,59.833333333333336
3,15,train_epoch_2,1.0394297738075255,61.53333333333333
3,8,train_epoch_1,1.1057699295679728,57.63333333333333
3,8,train_epoch_2,1.046897178332011,59.666666666666664
3,13,train_epoch_1,1.107054890314738,57.333333333333336
3,13,train_epoch_2,1.038936383565267,60.63333333333333
3,5,train_epoch_1,1.079064263979594,61.5
3,5,train_epoch_2,1.0180077123641968,61.6
3,10,train_epoch_1,1.0744220193227132,59.93333333333333
3,10,train_epoch_2,0.9880034837722779,64.43333333333334
3,7,train_epoch_1,1.109754787127177,59.9
3,7,train_epoch_2,1.0391645622253418,62.46666666666667
3,12,train_epoch_1,1.1014002666473388,59.733333333333334
3,12,train_epoch_2,1.0518865184783937,61.1
3,global,test,1.008904307746887,62.14
4,13,train_epoch_1,1.0262546869913738,61.733333333333334
4,13,train_epoch_2,1.0113651162783306,61.63333333333333
4,2,train_epoch_1,1.0060087030728657,61.1
4,2,train_epoch_2,0.9508662513097127,64.23333333333333
4,12,train_epoch_1,1.0026781441370647,63.03333333333333
4,12,train_epoch_2,0.9850200459162394,63.9
4,0,train_epoch_1,0.9656706864039103,64.13333333333334
4,0,train_epoch_2,0.9468290259043376,64.2
4,7,train_epoch_1,0.9971213989257812,63.03333333333333
4,7,train_epoch_2,0.9865581744511922,64.53333333333333
4,14,train_epoch_1,1.01239119942983,61.56666666666667
4,14,train_epoch_2,0.9945290565490723,62.6
4,8,train_epoch_1,0.9952078075408936,62.333333333333336
4,8,train_epoch_2,0.9764279165267944,62.8
4,18,train_epoch_1,0.9941474351882934,64.4
4,18,train_epoch_2,0.9831933674812317,64.63333333333334
4,6,train_epoch_1,0.987086791674296,62.9
4,6,train_epoch_2,0.9359012330373129,66.03333333333333
4,11,train_epoch_1,0.9885994895299276,63.93333333333333
4,11,train_epoch_2,0.9636279142697652,65.26666666666667
4,global,test,0.9704804404258728,65.36
5,8,train_epoch_1,0.9654468744595845,65.56666666666666
5,8,train_epoch_2,0.9551662947336833,67.1
5,19,train_epoch_1,0.976270069917043,65.53333333333333
5,19,train_epoch_2,0.961432191212972,67.03333333333333
5,5,train_epoch_1,0.9375624596277873,66.23333333333333
5,5,train_epoch_2,0.9196678533554077,67.23333333333333
5,7,train_epoch_1,0.9827634358406067,65.3
5,7,train_epoch_2,0.9731076930363973,66.63333333333334
5,9,train_epoch_1,0.9583521127700806,65.5
5,9,train_epoch_2,0.9584737313588461,65.8
5,14,train_epoch_1,0.9794793097178142,65.03333333333333
5,14,train_epoch_2,0.9895404774347941,65.06666666666666
5,16,train_epoch_1,0.964737798055013,65.6
5,16,train_epoch_2,0.9610696280797323,66.93333333333334
5,10,train_epoch_1,0.9196113700866699,67.33333333333333
5,10,train_epoch_2,0.9314928053220113,67.8
5,1,train_epoch_1,0.9374050021171569,66.96666666666667
5,1,train_epoch_2,0.933966960589091,67.63333333333334
5,2,train_epoch_1,0.9551377339363099,64.86666666666666
5,2,train_epoch_2,0.9427212781906128,65.96666666666667
5,global,test,0.9629003978729248,67.5
